Census year,CLUE small area,ANZSIC indusrty,Business size,Total establishments,Total jobs
2014,Southbank,Public Administration and Safety,Small business,3,31
2014,Southbank,"Rental, Hiring and Real Estate Services",Non employing,3,0
2014,Southbank,Retail Trade,Medium business,9,507
2014,Southbank,Wholesale Trade,Large business,2,
2014,Southbank,Wholesale Trade,Medium business,5,203
2014,West Melbourne (Industrial),Accommodation and Food Services,Medium business,2,
2014,West Melbourne (Industrial),"Agriculture, Forestry and Fishing",Small business,1,
2014,West Melbourne (Industrial),"Electricity, Gas, Water and Waste Services",Medium business,3,164
2014,West Melbourne (Industrial),Financial and Insurance Services,Small business,1,
2014,West Melbourne (Industrial),Information Media and Telecommunications,Non employing,4,0
2014,West Melbourne (Industrial),Manufacturing,Small business,6,55
2014,West Melbourne (Industrial),Other Services,Small business,7,48
2014,West Melbourne (Industrial),"Professional, Scientific and Technical Services",Small business,4,41
2014,West Melbourne (Industrial),"Rental, Hiring and Real Estate Services",Medium business,4,106
2014,West Melbourne (Industrial),Retail Trade,Small business,8,54
2014,West Melbourne (Industrial),"Transport, Postal and Warehousing",Large business,5,1954
2014,West Melbourne (Industrial),"Transport, Postal and Warehousing",Non employing,10,0
2014,West Melbourne (Industrial),"Transport, Postal and Warehousing",Small business,23,205
2014,West Melbourne (Industrial),Wholesale Trade,Medium business,50,2007
2014,West Melbourne (Residential),Accommodation and Food Services,Small business,59,321
2014,West Melbourne (Residential),Administrative and Support Services,Medium business,3,310
2014,West Melbourne (Residential),Construction,Small business,8,78
2014,West Melbourne (Residential),Education and Training,Medium business,7,309
2014,West Melbourne (Residential),Health Care and Social Assistance,Small business,14,86
2014,West Melbourne (Residential),Information Media and Telecommunications,Small business,10,83
2014,West Melbourne (Residential),Manufacturing,Small business,11,74
2014,West Melbourne (Residential),"Professional, Scientific and Technical Services",Non employing,3,0
2014,West Melbourne (Residential),"Professional, Scientific and Technical Services",Small business,84,501
2014,West Melbourne (Residential),Public Administration and Safety,Large business,1,
2014,West Melbourne (Residential),Public Administration and Safety,Small business,3,35
2014,West Melbourne (Residential),"Transport, Postal and Warehousing",Medium business,3,182
2014,West Melbourne (Residential),"Transport, Postal and Warehousing",Non employing,1,
2015,Carlton,Administrative and Support Services,Non employing,2,
2015,Carlton,"Agriculture, Forestry and Fishing",Small business,2,
2015,Carlton,Arts and Recreation Services,Large business,1,
2015,Carlton,Construction,Non employing,1,
2015,Carlton,Health Care and Social Assistance,Large business,1,
2015,Carlton,Health Care and Social Assistance,Medium business,12,843
2015,Carlton,Information Media and Telecommunications,Small business,10,76
2015,Carlton,Manufacturing,Medium business,3,70
2015,Carlton,Manufacturing,Small business,25,140
2015,Carlton,Other Services,Large business,1,
2015,Carlton,Public Administration and Safety,Medium business,7,766
2015,Carlton,"Rental, Hiring and Real Estate Services",Small business,22,129
2015,Carlton,Retail Trade,Medium business,4,301
2015,Carlton,"Transport, Postal and Warehousing",Small business,4,21
2015,Carlton,Wholesale Trade,Non employing,1,
2015,Docklands,Accommodation and Food Services,Large business,1,
2015,Docklands,Accommodation and Food Services,Medium business,20,907
2015,Docklands,Accommodation and Food Services,Non employing,8,0
2015,Docklands,Construction,Large business,1,
2015,Docklands,Education and Training,Medium business,3,97
2015,Docklands,Financial and Insurance Services,Small business,19,116
2015,Docklands,Health Care and Social Assistance,Medium business,3,143
2015,Docklands,Information Media and Telecommunications,Large business,7,4633
2015,Docklands,Manufacturing,Large business,1,
2015,Docklands,Manufacturing,Medium business,2,
2015,Docklands,Manufacturing,Non employing,2,
2015,Docklands,Mining,Large business,1,
2015,Docklands,Other Services,Medium business,3,316
2015,Docklands,Public Administration and Safety,Small business,3,11
2015,Docklands,"Rental, Hiring and Real Estate Services",Medium business,2,
2015,Docklands,"Rental, Hiring and Real Estate Services",Small business,48,288
2015,Docklands,Retail Trade,Large business,2,
2015,Docklands,Retail Trade,Non employing,2,
2015,East Melbourne,Administrative and Support Services,Medium business,3,199
